"gene"	"log2FC"	"pval"	"adjp"
"DHRS7"	"0.0396892630926245"	"0.471437435116098"	0.545610839993226
"DHX57"	"-0.00735540965270676"	"0.47352043388842"	0.547894797665944
"MRE11"	"-0.0509450119866836"	"0.474772658640271"	0.549089673645927
"SRA1"	"0.013598502860972"	"0.474772658640271"	0.549089673645927
"DCLRE1C"	"-0.030450914587918"	"0.475190470582388"	0.549445846937842
"BCL6"	"0.0385546705896112"	"0.476445116174924"	0.55076923298058
"SMARCA2"	"-0.0479153610269417"	"0.476863734314798"	0.55099847517732
"MFSD6"	"-0.0197446640686381"	"0.476863734314798"	0.55099847517732
"RAB24"	"0.00423049838279218"	"0.47854021906808"	0.5528078927895
"FAM208B"	"-0.0330760112649169"	"0.479379667431002"	0.553649756751298
"SYNE1"	"0.00543519759173139"	"0.479799692774931"	0.553751283631796
"OGFRL1"	"-0.0426620922257256"	"0.479799692774931"	0.553751283631796
"ING1"	"0.0305329822977294"	"0.479799692774931"	0.553751283631796
"MTIF3"	"-0.0145506420103628"	"0.481060972304216"	0.555078888919421
"PPP3CC"	"-0.0114651690988413"	"0.481481799658371"	0.555436338074532
"RPL27A"	"-0.00566732539924764"	"0.481902827273429"	0.555665731217541
"L3MBTL3"	"0.0185116185201417"	"0.481902827273429"	0.555665731217541
"KIF22"	"0.0223308652412981"	"0.483167110711686"	0.556738513655806
"TRIM25"	"0.0208018308379965"	"0.483167110711686"	0.556738513655806
"PRR7"	"-0.0198973509742578"	"0.483167110711686"	0.556738513655806
"DAPK2"	"-0.0688836434595469"	"0.486970743423864"	0.560992090881199
"TMEM234"	"-0.0310526834893622"	"0.487394365509437"	0.561350821155469
"NUP50"	"0.00351779157002049"	"0.48824220622144"	0.562197862688684
"ATP6V0A1"	"-0.296786311557671"	"0.488650211348546"	0.562538171959822
"METTL4"	"0.016071261866679"	"0.489090841651281"	0.562915874353361
"DUSP1"	"-0.038177165700166"	"0.491215901810382"	0.565101642331079
"DOPEY1"	"-0.0413602037089215"	"0.491215901810382"	0.565101642331079
"SOCS2"	"-0.0711852614118083"	"0.491641508157862"	0.565201292531746
"PACS1"	"-0.0372122201221934"	"0.491641508157862"	0.565201292531746
"TIMM10B"	"0.0132262342628697"	"0.491641508157862"	0.565201292531746
"GADD45B"	"0.0322650739656303"	"0.492067312372206"	0.565301032725258
"APOBR"	"0.0142941229702231"	"0.492067312372206"	0.565301032725258
"FAM13B"	"0.0140354479005063"	"0.492067312372206"	0.565301032725258
"NFKB2"	"-0.0844525347177"	"0.492493314350804"	0.565530660785749
"ASL"	"0.0114542100218294"	"0.492493314350804"	0.565530660785749
"HAGHL"	"-0.0439225815774701"	"0.492919513990816"	0.565760304952286
"CHTOP"	"0.0224737726180591"	"0.492919513990816"	0.565760304952286
"FBRSL1"	"0.00505445160409904"	"0.493772505842591"	0.566609331090764
"CAPNS1"	"-0.0288351696077544"	"0.49462628710026"	0.567328752138386
"WDR82"	"-0.0244869146535676"	"0.49462628710026"	0.567328752138386
"UBN2"	"0.0214728935907634"	"0.495908437304169"	0.568668959971447
"KIDINS220"	"0.00880281756297198"	"0.497192358981135"	0.570010584373971
"PGD"	"0.0325112718395593"	"0.498049289516638"	0.570862178313983
"AZI2"	"-0.0281941231786504"	"0.50148485529658"	0.574668326733905
"GALM"	"-0.0445055979633526"	"0.502776420322384"	0.576016411922255
"XIAP"	"-0.0520320094682757"	"0.50450123826264"	0.577727837406073
"N4BP1"	"-0.0407887134600975"	"0.50450123826264"	0.577727837406073
"LRRFIP2"	"0.00335855695535257"	"0.504932929743903"	0.578089840828337
"TCF25"	"0.0272738897374588"	"0.508393457230566"	0.581785420514137
"THAP9-AS1"	"0.00445478160804325"	"0.508393457230566"	0.581785420514137
"PYHIN1"	"-0.0150462095391411"	"0.508826895963979"	0.582015123167579
"AJM1"	"0.0380715176756094"	"0.508826895963979"	0.582015123167579
"DGCR2"	"0.0268566640603605"	"0.509260528282111"	0.582377952095821
"INPP4A"	"-0.0356458714287906"	"0.509694354073248"	0.58274083635986
"KIF21B"	"-0.0209601785735698"	"0.51056258562655"	0.583600103588666
"PRKAB2"	"-0.0149465605346238"	"0.513171911950146"	0.586448687131513
"RASGRP4"	"-0.535018231984217"	"0.513480746855034"	0.586544425711666
"ODR4"	"-0.0647132597778663"	"0.513607473933846"	0.586544425711666
"WASHC5"	"-0.043043778679805"	"0.513607473933846"	0.586544425711666
"TMEM106C"	"0.0664341567623821"	"0.51404322826096"	0.586908063857869
"TBC1D20"	"0.00458375098324297"	"0.51491531348839"	0.587769602480358
"SENP7"	"0.0105599442120329"	"0.516224881042708"	0.589130014824464
"WARS"	"0.0229406005746531"	"0.517973653740475"	0.59085614960316
"GRIPAP1"	"-0.0322462774041391"	"0.517973653740475"	0.59085614960316
"MLH3"	"0.00701681646524564"	"0.518849187700796"	0.591585055135487
"TRIM24"	"0.00168544401879529"	"0.518849187700796"	0.591585055135487
"EEF1B2"	"0.00929449166469387"	"0.520163920533928"	0.59281383698125
"KIAA0319L"	"0.0228105691802731"	"0.520163920533928"	0.59281383698125
"NUP107"	"0.0141812115886066"	"0.521041362317847"	0.593678563625028
"CHM"	"0.00701808550062104"	"0.521919565586552"	0.594543763849677
"FAM133B"	"0.00306452245361991"	"0.522358952482462"	0.594908806993915
"NARF"	"0.03203081811429"	"0.522798529394836"	0.59527390030343
"EFHD2"	"0.0960318014805536"	"0.52323829620496"	0.595639043608832
"RC3H1"	"-0.0281720345392719"	"0.524558734831332"	0.597006323464465
"DIS3"	"-0.074307818159649"	"0.525880878242214"	0.598374921057223
"CATSPER1"	"-0.47278936551686"	"0.526042017477178"	0.598422144967215
"ZNF267"	"-0.0468620636031418"	"0.52632197099375"	0.598604479061104
"PHTF1"	"0.0147792171963198"	"0.52764638240495"	0.599974358897377
"USP36"	"0.0373579041806884"	"0.52853026643277"	0.600842816521981
"DCAF16"	"-0.0458995187738859"	"0.528972491008566"	0.601208907072222
"TATDN2"	"-0.0463532598182029"	"0.529414903796557"	0.601575045159104
"LCLAT1"	"-0.00124078005375653"	"0.529857504674663"	0.601941230611552
"ZNF12"	"-0.043741078925025"	"0.530300293520583"	0.602307463258392
"SDF2L1"	"-0.0459050644781314"	"0.530743270211791"	0.602536958147839
"RNF169"	"0.00782492590727141"	"0.530743270211791"	0.602536958147839
"NAIP"	"-0.0906647014123334"	"0.531629786638852"	0.603406442652039
"ZNF780A"	"0.0348704974817428"	"0.532960967043111"	0.604780117320699
"VPS54"	"0.0178550561468314"	"0.533849356379229"	0.605650823454049
"ATP11C"	"0.00554186376157571"	"0.534738493143281"	0.606521982472266
"KLF13"	"0.016456747681029"	"0.535183341499305"	0.606751376740599
"MICA"	"-0.00982517089958373"	"0.535183341499305"	0.606751376740599
"GLMN"	"-0.0233449141965123"	"0.536519004962919"	0.608127818451058
"EXOC2"	"-0.0418620766832761"	"0.536964598497882"	0.608219411613769
"SGF29"	"0.0495720575703523"	"0.536964598497882"	0.608219411613769
"AGPAT3"	"9.59736839110947e-05"	"0.538302494481838"	0.609458822407912
"KLHL42"	"-0.0080092961092943"	"0.538302494481838"	0.609458822407912
"AC079922.2"	"0.0178274426092369"	"0.539195353356638"	0.610193474545227
"RAPGEF6"	"0.00909548486675091"	"0.539195353356638"	0.610193474545227
"TYMP"	"-0.00527598610139128"	"0.539642060879402"	0.610422792518944
"ZADH2"	"-0.0360887813088762"	"0.539642060879402"	0.610422792518944
"ZNF397"	"-0.0243168779183561"	"0.54053603145963"	0.611295778738655
"ZFYVE26"	"0.00196880620514937"	"0.541430741902163"	0.612169206825185
"UBR2"	"0.0188411992954131"	"0.545016961764965"	0.61580637965854
"APAF1"	"-0.0328800359084927"	"0.545016961764965"	0.61580637965854
"KIAA0232"	"0.0019651879025492"	"0.54546606715417"	0.616174631414896
"GCN1"	"-0.0567622552709267"	"0.545915356090237"	0.616542924173259
"TOP3A"	"0.0475477595177579"	"0.547714344693693"	0.618435023060463
"SIK3"	"-0.0252999881815071"	"0.549516259582733"	0.620329571300571
"HIST1H2AC"	"-0.00379547060126874"	"0.549967194550308"	0.620698535004657
"IL18BP"	"-0.0388651410940296"	"0.550418311751758"	0.621067537871034
"PLCB1"	"-0.0854342288786081"	"0.550869611054574"	0.621296458736185
"MKLN1"	"-0.0101066855396404"	"0.550869611054574"	0.621296458736185
"CGAS"	"-0.0623220795806273"	"0.551772755433163"	0.622174779683652
"OLIG1"	"0.319059135862893"	"0.551963462754871"	0.622249547148944
"AP2S1"	"-0.00921188369861063"	"0.552224600242818"	0.622263449068388
"GRAMD4"	"0.00547818675852888"	"0.552224567345084"	0.622263449068388
"SLFN12L"	"0.00722499679558848"	"0.552676626621599"	0.622352203143007
"TAB3"	"0.014562440846294"	"0.552676626621599"	0.622352203143007
"ETAA1"	"-0.0691315326852837"	"0.552676626621599"	0.622352203143007
"PCNT"	"0.00871702891886579"	"0.554939477368442"	0.624759681700866
"RRM2B"	"-0.0573950114526623"	"0.555845883957885"	0.625639314031805
"SOS2"	"0.0121706491717044"	"0.55675301252359"	0.626378445488753
"IFT43"	"0.0221981597034321"	"0.55675301252359"	0.626378445488753
"SAMD3"	"0.00729470100420811"	"0.559023985463191"	0.628791989045847
"CNPY3"	"-0.0130078562058288"	"0.559478719223153"	0.629161994953734
"PTPRJ"	"0.0131831577176816"	"0.559933632388229"	0.629390568360881
"DBF4"	"-0.00225111696202975"	"0.559933632388229"	0.629390568360881
"PPP6R3"	"0.000692424159360943"	"0.560388724821311"	0.629619137815857
"TTLL4"	"0.0667750233848695"	"0.560388543068056"	0.629619137815857
"USP38"	"-0.00705713543989036"	"0.561299446941972"	0.630500748619749
"C5orf22"	"0.028213118083737"	"0.564035901409418"	0.633432325740887
"TBC1D10B"	"-0.0331493592558241"	"0.566778764726962"	0.6362269706383
"HK2"	"-0.00653215657257846"	"0.567345463916233"	0.636720217749382
"C4orf48"	"-0.0168395700620958"	"0.572743476874262"	0.642489991326544
"C6orf136"	"0.0328948644059232"	"0.572743476874262"	0.642489991326544
"NAA50"	"-0.0291726682233077"	"0.573663762851747"	0.643378058696062
"MEX3C"	"-0.0427878647476052"	"0.574124168493219"	0.643750076396118
"SCYL3"	"-0.0571666776852804"	"0.576428817468985"	0.64618936463018
"AMPD2"	"-0.0189684917333523"	"0.57827567289481"	0.648114478113341
"ARHGAP18"	"-0.0142181742026531"	"0.578737821130854"	0.648341899506502
"STAMBPL1"	"-0.0882861915310554"	"0.578737821130854"	0.648341899506502
"MAP3K2"	"-0.0213299784872297"	"0.579662637837542"	0.649232537945227
"VPREB3"	"0.235510420453516"	"0.580122351345827"	0.649459888247594
"NRDE2"	"-0.0707008675170066"	"0.580125306015644"	0.649459888247594
"NCK1"	"-0.00885715858290117"	"0.58058814721487"	0.649541917326947
"HCFC1R1"	"-0.0149594378413923"	"0.58058814721487"	0.649541917326947
"DYNC1I2"	"-0.0446962324823083"	"0.58058814721487"	0.649541917326947
"FAM13A-AS1"	"-0.0750112264155734"	"0.581976570244825"	0.650949643194234
"DCAF5"	"0.00790424970469234"	"0.582441239283758"	0.651323737736946
"TCF7"	"-0.11160211823671"	"0.583832867842662"	0.652588157530502
"LCOR"	"-0.0383479892187237"	"0.583832867842662"	0.652588157530502
"TARBP1"	"-0.0224574298408159"	"0.586155683604163"	0.655038143294911
"ZNF253"	"-0.033655456385779"	"0.586620760641588"	0.65541144622051
"ZMAT3"	"-0.0273354512065024"	"0.587086008625574"	0.655784773368718
"PGPEP1"	"0.0320165245472971"	"0.587551427406352"	0.656011660688967
"LINC00662"	"0.0648153178882386"	"0.587551427406352"	0.656011660688967
"NEK9"	"-0.0108770319416968"	"0.588017016833938"	0.656384985093363
"ATP6V0B"	"0.0260842633728597"	"0.589881078005355"	0.658025234652718
"DENND6A"	"0.0141275613691994"	"0.589881078005355"	0.658025234652718
"CNOT6"	"0.0150755301482854"	"0.589881078005355"	0.658025234652718
"PCSK7"	"-0.00636210754723923"	"0.590347518409879"	0.658105256760912
"SIKE1"	"0.0178823021262496"	"0.590347518409879"	0.658105256760912
"LUZP1"	"-0.0288492715207072"	"0.590347518409879"	0.658105256760912
"TTC21B"	"0.00971280574762459"	"0.591747857472374"	0.659519336692695
"MARCH1"	"-0.219585215570304"	"0.59319630838052"	0.660839183634601
"FAM172A"	"-0.0257273816435198"	"0.593149720121068"	0.660839183634601
"NMT2"	"-0.0568209824795102"	"0.593617345535123"	0.661160980264236
"AC096667.1"	"-0.931269110417566"	"0.594907261456684"	0.662450160687073
"KHNYN"	"0.0118243330420686"	"0.595957999712253"	0.663472493781591
"LY6E"	"-0.0176849315885934"	"0.596895437836298"	0.664290494395134
"CCR1"	"-0.0399917040322366"	"0.59695837111278"	0.664290494395134
"AGO4"	"-0.0556249615989311"	"0.598302851658757"	0.665638537365904
"NAA40"	"-0.0222949575322063"	"0.599241963494417"	0.666535090371153
"RHOH"	"-0.0587800056282719"	"0.599711769733431"	0.666909353536377
"GABPB2"	"-0.0638102109926733"	"0.602063297917192"	0.669375553719003
"ABCF1"	"-0.00780319296978943"	"0.603476206797063"	0.670499330608376
"CCDC18"	"-0.0493826785017037"	"0.603476206797063"	0.670499330608376
"RAB1A"	"-0.0271832615747098"	"0.603476206797063"	0.670499330608376
"KIAA1551"	"-0.0148283610895"	"0.604890604480776"	0.671921564204495
"GPBAR1"	"-0.00530009312947513"	"0.605071844441629"	0.671973660279091
"G2E3"	"0.0212227025755056"	"0.605362400486168"	0.672147109263443
"S1PR1"	"-0.0385900302359728"	"0.606778776624166"	0.673420776719343
"FRAT2"	"-0.0264327309126623"	"0.606778776624166"	0.673420776719343
"WDR7"	"0.0188837603657762"	"0.607251230849725"	0.673795620388271
"RAP2B"	"-0.018685396034583"	"0.607723849234026"	0.674170479899889
"OASL"	"0.0654548257689898"	"0.60819663161814"	0.674545355067392
"HERPUD2"	"-0.0191975283948051"	"0.60866957784293"	0.67477066231612
"TAOK2"	"0.0222634154973964"	"0.60866957784293"	0.67477066231612
"SACM1L"	"-0.0374829083032674"	"0.609615961176974"	0.675520389412323
"MED14"	"0.0100682389002802"	"0.609615961176974"	0.675520389412323
"HCK"	"0.0893357701750375"	"0.609887957063681"	0.675672106585279
"ABHD2"	"-0.0361946177919383"	"0.610089397966935"	0.675745608642739
"BACH2"	"-0.293853466776943"	"0.611035686758588"	0.676643901962908
"DGAT1"	"0.0186853492372229"	"0.611984775545062"	0.677544897582205
"ATAD2B"	"-0.00551060839918505"	"0.612459026741844"	0.67776992295635
"TET3"	"0.00419901265760147"	"0.612458379402901"	0.67776992295635
"CEP120"	"-0.0258976886804511"	"0.613408016172006"	0.678669961710324
"SNTB2"	"0.0265245991374135"	"0.613882754082829"	0.67904501015531
"RHOC"	"-0.0609806194369841"	"0.614832715488037"	0.679795146523245
"CEP164"	"0.0357184294702214"	"0.614832715488037"	0.679795146523245
"CCDC88C"	"-0.0150078913587909"	"0.618162662003497"	0.683325886263313
"QSOX1"	"-0.0168595138701852"	"0.618639011760764"	0.68370135590529
"ZSWIM6"	"-9.46482942965455e-05"	"0.620069022105944"	0.68513038404549
"YEATS2"	"-0.0208144096586104"	"0.621023161589941"	0.68603309502493
"ZSCAN25"	"0.0238968484496818"	"0.621977938942053"	0.686936111854305
"USP1"	"0.00658341779394912"	"0.623411298086059"	0.688367177268536
"EAF1"	"-0.00671834236311742"	"0.625324663809317"	0.690175191609489
"AC012645.3"	"-0.148549554107112"	"0.625324663809317"	0.690175191609489
"JARID2"	"0.0154712806802543"	"0.625803400597278"	0.690551204453471
"MYO5A"	"-0.0438074402338782"	"0.62628229519517"	0.690927225532916
"PAN3"	"-0.0369562910137846"	"0.628679129488179"	0.693112851157124
"ARL15"	"0.00161274394694362"	"0.628679129488179"	0.693112851157124
"PLCL2"	"-0.0115802554410515"	"0.628679129488179"	0.693112851157124
"HK3"	"-0.270621991001517"	"0.629106301627495"	0.693183514342073
"HSPA6"	"0.0116871966066727"	"0.629128707206744"	0.693183514342073
"CDK5RAP2"	"-0.0463380556016706"	"0.629158967435628"	0.693183514342073
"LPP"	"-0.00496319963717856"	"0.629638962021147"	0.693559587762558
"ZNF487"	"-0.0452459942254499"	"0.630599420433385"	0.694464619332407
"CTR9"	"0.00688011300375325"	"0.632041278625786"	0.695899290267704
"SHOC2"	"-0.0110181977947712"	"0.63252220950056"	0.696275548398284
"MIDN"	"0.0168470870651288"	"0.633003295831841"	0.696651812046396
"GSR"	"-0.0528766772734622"	"0.633484537450046"	0.697028081021806
"PIM3"	"-0.225816261507083"	"0.633965934185396"	0.697404355134231
"ENTPD6"	"-0.00357181700069067"	"0.634447485867913"	0.697780634193338
"MED1"	"-0.0304042767137561"	"0.635893068895768"	0.699063105630029
"ADCY9"	"0.00786031213681487"	"0.635892971068393"	0.699063105630029
"ZC3H7B"	"0.01666216479382"	"0.636375238663273"	0.699439451503778
"KDM7A"	"-0.000153640184721724"	"0.638788395490029"	0.701937511915889
"BMI1"	"0.0170153305144583"	"0.639271487252435"	0.702314074069115
"P2RX7"	"0.0173796654783968"	"0.639754729309166"	0.702690635925439
"CLEC4A"	"-0.0502008419453743"	"0.641315924134653"	0.704250768939964
"APOL6"	"-0.0092533340695325"	"0.641689238582828"	0.704506051666222
"SLTM"	"0.00225061515427478"	"0.645080478010967"	0.708073853634158
"CDC34"	"-0.0126091405098217"	"0.647021654585522"	0.710048774953221
"AP2B1"	"-0.0233672859472669"	"0.647507324877402"	0.710425891431622
"ARHGAP15"	"-0.0394489210769419"	"0.650424492760234"	0.713313596313679
"ARRB1"	"-0.0714916601898367"	"0.650424265908362"	0.713313596313679
"TGFB1"	"-0.00477318631982134"	"0.650911210119259"	0.713690897197837
"C1orf131"	"0.0383498046722318"	"0.65237225474186"	0.715136098667277
"SESN1"	"-0.0962364285788114"	"0.6533470265065"	0.71589087110307
"EXOC5"	"-0.0159737904040449"	"0.6533470265065"	0.71589087110307
"CCDC186"	"-0.0207996456618982"	"0.654322390227005"	0.716488746916699
"TBL1X"	"-0.0213326384999437"	"0.654322390227005"	0.716488746916699
"MIER2"	"-0.0318957153440161"	"0.654322390227005"	0.716488746916699
"DOPEY2"	"-0.00685103812022103"	"0.654810293625888"	0.716866073258195
"ARID5B"	"-0.00303151694043258"	"0.655786542609625"	0.717620714533657
"TOPBP1"	"-0.0109079670115966"	"0.655786542609625"	0.717620714533657
"NFKBIB"	"-0.0302931611191555"	"0.65676337998407"	0.718532464278285
"MLKL"	"0.00278601800833442"	"0.657252018870631"	0.71890981814802
"NUCB2"	"-0.0318845651226015"	"0.657740804317881"	0.719129946054216
"TRIM23"	"0.0191310343404342"	"0.657740804317881"	0.719129946054216
"INPP4B"	"-0.105889714775941"	"0.658718814176716"	0.719884533212133
"TMEM245"	"-0.00295140961596351"	"0.658718814176716"	0.719884533212133
"C1QA"	"-0.140074164214101"	"0.659579901376345"	0.720639099242715
"BRD4"	"-0.025059115005261"	"0.659697408123229"	0.720639099242715
"GATAD2B"	"-0.0161990397384949"	"0.660676584717081"	0.721393642600925
"AC005261.1"	"-0.11147254594183"	"0.660676584717081"	0.721393642600925
"CRKL"	"0.0234536715915454"	"0.661166391055837"	0.721770905294914
"AC044849.1"	"-0.132307046997435"	"0.661656342514948"	0.722148161741167
"PPP2R5B"	"0.0478386644004804"	"0.662146438913532"	0.722525411746398
"ZNF92"	"-0.0549122507722878"	"0.664108270278467"	0.724508084609137
"NFATC2"	"-0.000846484419948666"	"0.664599088654694"	0.724885442967898
"ARHGEF9"	"-0.00768098905745272"	"0.66656379883975"	0.72686987612741
"NBPF20"	"-0.015494614135117"	"0.668038824548618"	0.728319572884086
"MS4A1"	"-0.381406320404096"	"0.670497151371753"	0.730684397916902
"TMX3"	"-0.0445481702219984"	"0.670500077256813"	0.730684397916902
"SMG6"	"-0.0951870457778181"	"0.672471621993412"	0.732673285386854
"ARPC5"	"0.0117637805273823"	"0.672964860923106"	0.732891407432479
"GCLC"	"-0.0237420796125894"	"0.672964860923106"	0.732891407432479
"ASH1L"	"-0.0481496055009241"	"0.678399736362421"	0.738649429970577
"IL1RN"	"-0.214288823603098"	"0.678639292297256"	0.738749453769505
"RAP2C"	"-0.013621899872523"	"0.678894651762485"	0.738866633619658
"ALOX5"	"-0.251610780314246"	"0.6811706607187"	0.741182433090045
"BCL3"	"-0.00986084230655816"	"0.682362926853747"	0.742156851516078
"BMPR2"	"-0.0107503996886008"	"0.682362926853747"	0.742156851516078
"SMIM27"	"-0.0185855637892319"	"0.682858944938208"	0.742373493279921
"ABCD3"	"-0.00771707901684054"	"0.682858944938208"	0.742373493279921
"ORC2"	"-0.00407496027252589"	"0.684347820365573"	0.743830464465145
"KDM4B"	"-0.0234503289489726"	"0.686334896611784"	0.745828188757798
"DIAPH1"	"0.0049549393985436"	"0.68683200530405"	0.746206275093583
"MAFG"	"0.0242122723158864"	"0.687738500143934"	0.746962396403441
"DENND1A"	"0.055468241099397"	"0.687826628915284"	0.746962396403441
"KHSRP"	"-0.0468981693057618"	"0.688324143453504"	0.747340430986418
"SLC37A3"	"-0.0279680738666126"	"0.688821792892669"	0.747718447927329
"TYROBP"	"-0.4203162081679"	"0.691810511749862"	0.750636915352019
"ULK1"	"-0.0280311773981711"	"0.691810511749862"	0.750636915352019
"CBX4"	"-0.0404815145635681"	"0.692309100143157"	0.751014990005654
"MFSD1"	"0.0233596146878036"	"0.692807821906027"	0.75123015937003
"USP15"	"-0.0137391158978068"	"0.692807821906027"	0.75123015937003
"ARPP19"	"0.0120408402792872"	"0.693306676846267"	0.751608148587999
"BPGM"	"0.0322592897624394"	"0.694304785489183"	0.752201112630906
"SUSD6"	"-0.0202171179605651"	"0.694304785489183"	0.752201112630906
"RAB21"	"-0.018452384923617"	"0.694304785489183"	0.752201112630906
"MEF2A"	"-0.0513648391227555"	"0.695802942468819"	0.753660961071683
"PTPN6"	"-0.0514378687713578"	"0.699803822443732"	0.757830422139759
"MIR155HG"	"0.000410997777856526"	"0.700805351008619"	0.758750728516258
"CDK2AP2"	"0.0308507071317415"	"0.701306310506642"	0.75896455325708
"NUP153"	"-0.0433744769137029"	"0.701306310506642"	0.75896455325708
"TANK"	"0.00950660126837718"	"0.701807399888289"	0.759342551209436
"AVL9"	"-0.0338689265755095"	"0.705820767282394"	0.763189683948667
"HES6"	"-0.067062438637609"	"0.705820637286637"	0.763189683948667
"GLYCTK"	"0.0458799330611294"	"0.707327899433776"	0.764654020524692
"TSPAN2"	"0.0779137789799526"	"0.708836179346144"	0.766118964798922
"ELF2"	"-0.0252730990704019"	"0.70984233430042"	0.767040690466775
"SLC39A9"	"-0.025279878260432"	"0.710848995418374"	0.76796256481268
"NBPF19"	"-0.00507092263358518"	"0.71135251529331"	0.768174715349123
"HS6ST1"	"0.0183537773266783"	"0.711352513011347"	0.768174715349123
"RCN3"	"-0.452132178114125"	"0.713125684022994"	0.769923304874383
"ITPR2"	"-0.0240731979936868"	"0.713367852266864"	0.77001855784179
"KAT6B"	"-0.0122688944955681"	"0.714376272453198"	0.770940693594584
"PTPN7"	"-0.00442391299046069"	"0.714880669773923"	0.771152277379591
"NECAP1"	"-0.0334955681692929"	"0.714880669773923"	0.771152277379591
"FO393401.1"	"0.00269574349528245"	"0.715889837872467"	0.771741588154759
"ULK4"	"-0.0060289845127144"	"0.715889837872467"	0.771741588154759
"VEGFB"	"0.0111814597996545"	"0.715889837872467"	0.771741588154759
"ZNF507"	"-0.00863799351089484"	"0.716394608250586"	0.772119334296365
"CEP162"	"0.0167620440652613"	"0.718414927284625"	0.774130001352368
"TMEM165"	"-0.0104174880371651"	"0.71892031542103"	0.774507735889725
"PGM2L1"	"0.0281271780350258"	"0.719425826507029"	0.774885440178329
"RBM12B"	"-0.0274109292114096"	"0.719931460341557"	0.775263114021199
"COTL1"	"-0.145273546914535"	"0.722461463693618"	0.777652731094357
"COA5"	"-0.0338227943498413"	"0.722461463693618"	0.777652731094357
"ZFP14"	"-0.0165679530129749"	"0.724487655280966"	0.779498225793803
"NEDD9"	"-0.0165926125428796"	"0.724487655280966"	0.779498225793803
"PHC3"	"-0.0164126201633557"	"0.72550147625915"	0.780421157902853
"STRN"	"-0.00488021857684886"	"0.727023109642676"	0.781889828947036
"DCAF17"	"-0.0370618354649298"	"0.727530560468489"	0.782267382515774
"HPS4"	"-0.0201705865657262"	"0.728038130804067"	0.782644902274219
"MED19"	"0.0227999905996173"	"0.728545820445641"	0.782686038202125
"PPIL4"	"-0.0198136626706317"	"0.728545820445641"	0.782686038202125
"VGLL4"	"0.00556296181759366"	"0.728545820445641"	0.782686038202125
"AP3B1"	"-0.00172311827764124"	"0.730069603166293"	0.784154639260854
"TTC3"	"-0.0228863586575984"	"0.730577767991026"	0.784531987009685
"FMR1"	"0.00969112632925861"	"0.733629233750109"	0.787639713933901
"RC3H2"	"-0.0246681107629282"	"0.734138222264188"	0.788017036001173
"CLEC10A"	"-0.165389115223559"	"0.734665392241633"	0.788244592877016
"ATXN7L3B"	"-0.0462496349578141"	"0.734647327626869"	0.788244592877016
"LONP2"	"-0.0408479156072296"	"0.737704402088595"	0.791335496300054
"DGKD"	"-0.00994159683277553"	"0.738724352350956"	0.791920105113477
"GALNT3"	"0.0248008487578032"	"0.738724352350956"	0.791920105113477
"YAF2"	"-0.0176896982674899"	"0.741276236720995"	0.79431528193625
"RANBP2"	"-0.00834007880528816"	"0.741276236720995"	0.79431528193625
"DYRK2"	"-0.0121141374443461"	"0.741786956286567"	0.794522131765612
"YIPF4"	"-0.0107421455221189"	"0.741786956286567"	0.794522131765612
"HPSE"	"-0.037899246466612"	"0.742808726179988"	0.795446210308778
"SLC25A5"	"-0.00607313297417426"	"0.744853655052614"	0.797465321612409
"SPATA13"	"-0.0165794404571518"	"0.746388525934714"	0.798766668105571
"INTS6"	"0.0115980602314142"	"0.746388525934714"	0.798766668105571
"AP2A1"	"0.0164399419577824"	"0.749461282466775"	0.801883494096002
"CSNK1G2"	"-0.00560719001475319"	"0.749973796912136"	0.802260250674616
"HEATR3"	"-0.035509268527426"	"0.750999156788701"	0.803185328684431
"AC009065.4"	"-0.0383885945984317"	"0.752024954591071"	0.804110479449452
"AUTS2"	"0.00356381146587589"	"0.752538020909391"	0.80448710848232
"ATP8A1"	"-0.0262163124008501"	"0.753051194587822"	0.804863691309463
"TFCP2"	"0.0237648878905491"	"0.7545913695814"	0.806337541261731
"NOP10"	"-0.00972375295763036"	"0.755104978527172"	0.80654176865106
"RPS6KA3"	"-0.0461787534906776"	"0.755104978527172"	0.80654176865106
"TRIP12"	"-0.0184831086438101"	"0.756132521070344"	0.807294529433055
"SMC5"	"-0.0253710405861971"	"0.756132521070344"	0.807294529433055
"S100A4"	"0.0240910656680784"	"0.757674643333733"	0.808595810956973
"TRMT13"	"-0.0403687005451335"	"0.757674643333733"	0.808595810956973
"LAMP2"	"-0.0225377264997607"	"0.758188898825379"	0.808972028994144
"ACSL3"	"-0.0145860681653564"	"0.759732306535462"	0.810445936722197
"GIMAP8"	"-0.0233224633962286"	"0.761791671745954"	0.812469497243766
"RPS20"	"0.00021257898409925"	"0.762821988338338"	0.813048281625478
"PIDD1"	"-0.0296086365815545"	"0.762821988338338"	0.813048281625478
"NDUFAF7"	"-0.0268276559568821"	"0.763852725309039"	0.813973440987604
"BRD3"	"-0.0140918031200872"	"0.764883880945431"	0.814898652287337
"ATG16L1"	"-0.0258536496782649"	"0.765399615227456"	0.815274462386656
"RIPOR1"	"0.010129915501242"	"0.767463590439635"	0.81712492111091
"SENP6"	"-0.0173952338464964"	"0.76952921626572"	0.819149848853188
"PTPN22"	"-0.00118860970233906"	"0.771079510556822"	0.820625470596856
"NBEAL2"	"-0.0220346634627238"	"0.771596478916369"	0.821000975864641
