"gene"	"log2FC"	"pval"	"adjp"
"PUS7L"	"-0.221620340932465"	"1.93549870869263e-21"	1.29084860545074e-20
"EPHX2"	"-1.09682561449978"	"1.9655304547992e-21"	1.30913226829635e-20
"IRF3"	"-0.197946534891585"	"2.02984067069273e-21"	1.35016795675599e-20
"DNAJC10"	"-0.25386320202697"	"2.03628945704477e-21"	1.35265868049641e-20
"CDC34"	"-0.308913997797779"	"2.09524816381109e-21"	1.38997762803489e-20
"MX1"	"-0.499798724709152"	"2.19728788448213e-21"	1.4557396024079e-20
"SETX"	"-0.246440379279246"	"2.31888515649805e-21"	1.53426766571472e-20
"SULT1B1"	"-1.66833335887047"	"2.32950756985701e-21"	1.53925982356998e-20
"MT-ND2"	"-0.149583809495119"	"2.36337210997802e-21"	1.55957616017283e-20
"NLRP3"	"-2.30288853083393"	"2.4112610483328e-21"	1.58908139179982e-20
"GFI1"	"0.342758678630542"	"2.42400383668899e-21"	1.59537726198925e-20
"SHTN1"	"-2.58561978730989"	"2.57783798883555e-21"	1.69439495665643e-20
"IBTK"	"-0.224505868637018"	"2.62357035310583e-21"	1.7221914575112e-20
"MITD1"	"-0.171842728624349"	"2.76847360484679e-21"	1.81492856768593e-20
"SP140"	"-0.230961361136944"	"2.97719212549155e-21"	1.94920353556397e-20
"GTF3C3"	"-0.317495740083311"	"3.22173736832888e-21"	2.10655298253347e-20
"PCM1"	"-0.191300592273411"	"3.27297942327933e-21"	2.13726410903958e-20
"MDM1"	"-0.37666847297189"	"3.41001240272402e-21"	2.22384381205027e-20
"TBL1XR1"	"-0.197441961343425"	"3.63198984748745e-21"	2.36552255431409e-20
"HSP90B1"	"-0.178388533574992"	"3.64345631982563e-21"	2.36990487799321e-20
"RAB31"	"-1.56326500899065"	"3.64932861947867e-21"	2.37064178631588e-20
"GBP3"	"-0.228555713603987"	"3.66649679377222e-21"	2.37870518319697e-20
"FCGR2A"	"-1.05546594045156"	"3.73497155208245e-21"	2.41999063517052e-20
"MAP7D3"	"-0.335544285866416"	"3.76010873952013e-21"	2.43312599160151e-20
"MBD3"	"-0.397916610294459"	"4.14571865793523e-21"	2.67572706154736e-20
"LAP3"	"-0.3147478799329"	"4.19824171543839e-21"	2.70613467276067e-20
"TMEM44-AS1"	"-0.409616622590022"	"4.27826276112738e-21"	2.75416606578625e-20
"PANK3"	"-0.27369767306473"	"4.51327369016185e-21"	2.90172172213234e-20
"PMS1"	"-0.199527750741895"	"5.2151377224505e-21"	3.34866737967874e-20
"PTS"	"0.343025484661825"	"5.69413258883754e-21"	3.65154502684171e-20
"ZNF831"	"-0.313770434196849"	"5.91250316995469e-21"	3.78672738234486e-20
"MRNIP"	"-0.315155136679731"	"5.9310702269806e-21"	3.79376128840882e-20
"ZNF337"	"-0.466543962481171"	"6.35445295240107e-21"	4.05938361020564e-20
"TRIM56"	"-0.294098339517284"	"6.61854222937666e-21"	4.22269747848751e-20
"MTRF1"	"-0.337755954551214"	"6.70196316030423e-21"	4.27047385068048e-20
"ALOX5"	"-2.21078728863472"	"6.76122716391593e-21"	4.30275550558619e-20
"GNLY"	"0.619950844111231"	"7.27012310593368e-21"	4.62073135652862e-20
"AC026979.2"	"-0.274724520581863"	"7.50111003290553e-21"	4.76149141936465e-20
"WDR82"	"-0.172782098406285"	"7.54817096370702e-21"	4.78529165531844e-20
"LEMD3"	"-0.265048644475435"	"7.64317054609031e-21"	4.83938469260047e-20
"C12orf65"	"-0.291528874577616"	"8.34209860425927e-21"	5.27524364330024e-20
"CNN2"	"-0.270727990905111"	"8.36819603914217e-21"	5.28506522573095e-20
"NXPE3"	"-0.230467585712153"	"8.42063336933415e-21"	5.31147643296462e-20
"AFF1"	"-0.298079446334172"	"8.71490046467398e-21"	5.49016777384121e-20
"CDC25B"	"-0.178003349787107"	"9.07580383396549e-21"	5.71033594685476e-20
"KPNA6"	"-0.264130870538116"	"1.01541838697626e-20"	6.38080750207946e-20
"ZNF721"	"-0.253588120943239"	"1.03781291208185e-20"	6.51335029640328e-20
"KDM5A"	"-0.183618396331846"	"1.05739646503826e-20"	6.62794125077867e-20
"CD247"	"-0.270194502850261"	"1.08070618788998e-20"	6.76557240528871e-20
"STK10"	"-0.206878342483407"	"1.19762262216061e-20"	7.48813544505921e-20
"EXOC6"	"-0.290960636716674"	"1.28242867879401e-20"	8.00837484560254e-20
"ZNF385A"	"-1.15068123578659"	"1.30584833597422e-20"	8.13431304675349e-20
"RBBP5"	"-0.332981092097897"	"1.36890939192215e-20"	8.51652335621218e-20
"HOXB-AS1"	"-0.644568176202278"	"1.40771449489347e-20"	8.74706571858029e-20
"UBR4"	"-0.216265335120041"	"1.44312077460044e-20"	8.95594307016303e-20
"KLRK1"	"-0.514999014695458"	"1.46569506242814e-20"	9.08476666947405e-20
"PWWP2A"	"-0.260380430657047"	"1.51189630050312e-20"	9.35953625633243e-20
"LCP1"	"-0.148716735958568"	"1.54989164001338e-20"	9.5828899670543e-20
"GIMAP6"	"-0.353366712488946"	"1.58391106142194e-20"	9.78113966571919e-20
"CDK12"	"-0.206243186437936"	"1.74366168675863e-20"	1.07543720803535e-19
"CERS4"	"-0.409558993732523"	"1.93124134635864e-20"	1.18966369636526e-19
"AKAP7"	"-0.462349753378174"	"1.93722663305496e-20"	1.19188285590909e-19
"ARHGAP27"	"-0.285896176910234"	"2.00428752778233e-20"	1.23162729901317e-19
"CHD8"	"-0.236606620560072"	"2.06085863883454e-20"	1.26483618545403e-19
"FAM111A"	"-0.198897958762253"	"2.06724095283996e-20"	1.26719843702273e-19
"GALM"	"-0.37664958215763"	"2.08006426568e-20"	1.27349834234166e-19
"WDR7"	"-0.339879988416153"	"2.09944683669114e-20"	1.28379377471016e-19
"MTMR2"	"-0.359883078551457"	"2.17205631076738e-20"	1.3265721204467e-19
"NAMPT"	"-0.440333786376159"	"2.3319946371466e-20"	1.42251672865943e-19
"SASS6"	"-0.352670559141554"	"2.60600287810541e-20"	1.58772550502841e-19
"CTNNA1"	"-0.397883966349289"	"2.67933639656713e-20"	1.63041857124438e-19
"ARHGEF2"	"-0.270974235346831"	"2.74623224126616e-20"	1.66909522124099e-19
"SHPRH"	"-0.230416522113858"	"2.8147788705694e-20"	1.70868008623642e-19
"BCAS3"	"-0.269040619595324"	"2.86729634433335e-20"	1.73845046234611e-19
"TOP3B"	"-0.297427672733095"	"2.87614294563807e-20"	1.74170302833918e-19
"PTGDR"	"-0.322289374269663"	"2.88501653068004e-20"	1.74496404914892e-19
"MOB1B"	"-0.453225928688951"	"2.91180000278973e-20"	1.75903666835196e-19
"ICE2"	"-0.251323279815048"	"2.96610656473236e-20"	1.78968215160329e-19
"MICAL3"	"-0.593783716260988"	"2.99362418464672e-20"	1.80410941826541e-19
"AAK1"	"-0.153123495689262"	"3.01212600507461e-20"	1.81307512363215e-19
"ANXA6"	"-0.239401571474592"	"3.30344334912176e-20"	1.98603649426767e-19
"NIFK-AS1"	"-0.416395355119096"	"3.39614921582768e-20"	2.03932033344178e-19
"DNASE1"	"-0.338976888153095"	"3.43817298631079e-20"	2.06207928987129e-19
"MEF2D"	"0.272964340458135"	"3.54549474881086e-20"	2.12389996809005e-19
"MARCKS"	"-2.21540833989066"	"3.84696827898959e-20"	2.30173867601746e-19
"CYHR1"	"-0.239152494904672"	"3.91167326259131e-20"	2.33765706803844e-19
"HEATR1"	"-0.259143560072303"	"3.92369939743237e-20"	2.34204586944591e-19
"CSNK1E"	"-0.36328709368902"	"4.35507039985313e-20"	2.59643172110433e-19
"AC118549.1"	"-0.275228443543857"	"4.38185666986188e-20"	2.60929131698204e-19
"HKR1"	"-0.389247671562868"	"4.49064006213473e-20"	2.67088960651581e-19
"NCOA3"	"-0.210657523427355"	"4.63037996968288e-20"	2.75073166369997e-19
"ARID5A"	"-0.300654865308642"	"4.74525949467698e-20"	2.81563321380478e-19
"CRY1"	"0.311389275863051"	"4.89282770376908e-20"	2.8997540490821e-19
"AL355472.1"	"0.249052611280392"	"5.09146620429232e-20"	3.01390697678937e-19
"DTX3L"	"-0.249605175374235"	"5.2818896963607e-20"	3.12293289139435e-19
"KIF22"	"-0.228383183360416"	"5.34691544677893e-20"	3.15764711508716e-19
"ABCF1"	"-0.205227432957139"	"5.46262005213673e-20"	3.22217281848914e-19
"RABEP1"	"-0.236061912875904"	"5.49613071002854e-20"	3.23812082586134e-19
"ATG16L2"	"-0.240512379130993"	"5.66675626774809e-20"	3.33471939426776e-19
"CD82"	"-0.800948488197556"	"6.22966896708789e-20"	3.65737138185136e-19
"ZNF397"	"-0.422568603245895"	"6.42278307075985e-20"	3.76632601640572e-19
"SLFN12L"	"-0.187920136196933"	"6.78541425823146e-20"	3.97431406553557e-19
"BTN3A3"	"-0.274627701941448"	"6.97424556557913e-20"	4.08013758117273e-19
"KMT2A"	"-0.218179050140539"	"7.64198308779091e-20"	4.46556067816941e-19
"MTOR"	"-0.255597881749143"	"7.73566048000932e-20"	4.51502610513496e-19
"IPO8"	"-0.308393076118984"	"7.92643328988022e-20"	4.62098127225884e-19
"TPM4"	"-0.351411650263097"	"7.97484852676993e-20"	4.64379421780014e-19
"MCM3AP"	"-0.275705847514691"	"8.19635911595578e-20"	4.76723119744312e-19
"PUM1"	"-0.205665913652458"	"8.73714373547652e-20"	5.07586445584826e-19
"ZNF484"	"-0.27675717773719"	"9.11710615704274e-20"	5.29045997651134e-19
"GSE1"	"-0.27428463507156"	"9.28490426863799e-20"	5.37535777219065e-19
"DYNLL2"	"-0.249956525605282"	"9.28490426863799e-20"	5.37535777219065e-19
"FBXW11"	"-0.259140820358233"	"9.45575396831776e-20"	5.46794004040757e-19
"TNFSF14"	"-0.320315014843999"	"9.65900866720186e-20"	5.5790255604323e-19
"NFAT5"	"-0.243422715125142"	"9.95688342205242e-20"	5.74444416114258e-19
"CRYZ"	"-0.363318296189469"	"1.04842447646005e-19"	6.04172722494605e-19
"ANKRD17"	"-0.241872179111646"	"1.06445388129012e-19"	6.1270406377597e-19
"LRRFIP1"	"-0.143376786769015"	"1.06768870680765e-19"	6.13859644994467e-19
"KLHL14"	"1.95663190941812"	"1.0750762230132e-19"	6.17397390070267e-19
"DAXX"	"-0.293119590124487"	"1.10057607298024e-19"	6.31316687734766e-19
"LIMD1"	"-0.347540791336617"	"1.16584405719847e-19"	6.67989916850716e-19
"CALM2"	"-0.145164234631696"	"1.16938322118265e-19"	6.69251129560139e-19
"PIP5K1A"	"-0.31907506775024"	"1.19445642589263e-19"	6.82819547693135e-19
"TRIB2"	"-0.356033377020213"	"1.22747543332729e-19"	7.00894077340537e-19
"ARHGAP9"	"-0.208939570679182"	"1.32000101501629e-19"	7.52867169568014e-19
"ABHD18"	"-0.235168899782914"	"1.36055754138452e-19"	7.74233085552374e-19
"RAB8B"	"-0.252771761958537"	"1.47185793328067e-19"	8.36617429803399e-19
"RPS6KA3"	"-0.259095831420296"	"1.50333040893075e-19"	8.5353674295932e-19
"CSTA"	"-1.3218355960721"	"1.51643051759549e-19"	8.59998350228191e-19
"CDK10"	"-0.185396731514858"	"1.52621700290121e-19"	8.64568227464536e-19
"LYPLAL1"	"-0.321519525776425"	"1.5354677454278e-19"	8.68824622469441e-19
"FCGR2B"	"-1.14254954822314"	"1.54090174771209e-19"	8.70914185543037e-19
"ZNF260"	"-0.358501179992289"	"1.64095569198342e-19"	9.26417649131046e-19
"LILRB2"	"-1.34196985078055"	"1.6785176308175e-19"	9.46555263737219e-19
"MTHFR"	"-0.339409858310753"	"1.91960669599118e-19"	1.08007566854307e-18
"CARNMT1"	"-0.258073088686752"	"1.97237101433016e-19"	1.10851683299769e-18
"FAM169A"	"0.477858896305176"	"2.04495860450498e-19"	1.14802277662558e-18
"RPL30"	"0.033877381970502"	"2.10112567687698e-19"	1.17823213405142e-18
"CUL5"	"-0.188433015092572"	"2.10745978982135e-19"	1.18046067958414e-18
"KLF13"	"-0.16926118703876"	"2.2180721771875e-19"	1.24102875059193e-18
"RGS1"	"-0.935639993403884"	"2.25168341230239e-19"	1.25842686350129e-18
"ITGAX"	"-1.46715749799631"	"2.28220918204286e-19"	1.27406365274312e-18
"CORO1B"	"-0.248005209598638"	"2.2995861199771e-19"	1.28233330792926e-18
"IRAK1"	"-0.26853644552299"	"2.31345660427661e-19"	1.28863139583425e-18
"TMIGD2"	"-2.57718614772385"	"2.33475004907156e-19"	1.29904557791501e-18
"MAP1LC3A"	"-0.56899069491639"	"2.36977001750223e-19"	1.31560373224708e-18
"PHF14"	"-0.190634820337972"	"2.39123492045002e-19"	1.32457996368671e-18
"CTC1"	"-0.222786877290148"	"2.39843249000702e-19"	1.32563086353758e-18
"VIM-AS1"	"-0.25485638906161"	"2.39843249000702e-19"	1.32563086353758e-18
"D2HGDH"	"-0.263664769686364"	"2.43474267713578e-19"	1.3442144449264e-18
"SNX27"	"-0.231531963303405"	"2.45678894063631e-19"	1.35489065943361e-18
"TALDO1"	"-0.21724050015951"	"2.46418143639097e-19"	1.35747087498102e-18
"TMEM204"	"-0.374882478407168"	"2.49397184271822e-19"	1.37237042434285e-18
"CEP170"	"-0.440590048233257"	"2.52411804396629e-19"	1.38743279735378e-18
"ITGB2"	"-0.184763175470095"	"2.53171067790079e-19"	1.39007868395826e-18
"USP48"	"-0.177822419465272"	"2.68033456026842e-19"	1.47006945948055e-18
"RABEP2"	"-0.266179058118665"	"2.92395579554524e-19"	1.60193065600408e-18
"IKBKE"	"-0.25299461908567"	"2.93273566854561e-19"	1.60498291182332e-18
"USP10"	"-0.317193317001916"	"2.94154158820786e-19"	1.60804273488696e-18
"CORO1A"	"-0.145496832364018"	"3.03105024871187e-19"	1.65516521223327e-18
"S1PR1"	"-0.303241955598988"	"3.07680840107178e-19"	1.67832013327819e-18
"ASPH"	"-0.350061167704216"	"3.15144495256998e-19"	1.71715987502778e-18
"GGA3"	"-0.270155571657935"	"3.17989244323586e-19"	1.72889369576802e-18
"TRMU"	"-0.222761287525253"	"3.17989244323586e-19"	1.72889369576802e-18
"LINC00944"	"0.261208430852309"	"3.18943120313597e-19"	1.73219705516679e-18
"TFEC"	"-2.14336826486211"	"3.23560841352283e-19"	1.75537020438625e-18
"TBC1D20"	"-0.274844195496786"	"3.32598003578259e-19"	1.80244335200266e-18
"ACADSB"	"-0.303375851499047"	"3.37613419339069e-19"	1.8276432072879e-18
"POC1B"	"-0.290349958607873"	"3.4065845808284e-19"	1.83815923120859e-18
"CDK5RAP2"	"-0.247844379787319"	"3.4065845808284e-19"	1.83815923120859e-18
"SERINC5"	"-1.05477884905542"	"3.41679488312705e-19"	1.84168189713378e-18
"LBR"	"-0.233889651284484"	"3.44760754356128e-19"	1.85628987436959e-18
"RAB11FIP5"	"0.647958754443019"	"3.59506863736948e-19"	1.93360573377657e-18
"UTP20"	"-0.422725667088845"	"3.66015789005235e-19"	1.9664994378133e-18
"SNHG8"	"-0.239540767866801"	"3.77123676665916e-19"	2.0240049685439e-18
"CCAR1"	"-0.160555927034934"	"4.0515971335949e-19"	2.17214242896481e-18
"FHIT"	"-1.20911792120055"	"4.34856143598557e-19"	2.32885485040683e-18
"TSHZ2"	"-3.59609562967273"	"4.60520578238709e-19"	2.46366195973264e-18
"MIR4435-2HG"	"0.307562365285893"	"4.83136901389671e-19"	2.58189185977685e-18
"APOBEC3A"	"-1.34008955515081"	"5.05381430323651e-19"	2.69788464725603e-18
"CAST"	"0.213024646466475"	"5.41027143480611e-19"	2.88509357323029e-18
"PURB"	"-0.281077384412742"	"5.75905556764449e-19"	3.06455276056997e-18
"ANKS3"	"-0.358364077957668"	"5.75905556764449e-19"	3.06455276056997e-18
"DDX52"	"-0.230836197201984"	"6.31489117222064e-19"	3.35675724159911e-18
"NCOA5"	"-0.251734274216004"	"6.39036654352895e-19"	3.39327106695667e-18
"LYST"	"-0.482849606548999"	"6.4284376823264e-19"	3.40986694453835e-18
"IFT80"	"-0.355483898070915"	"6.64186846339219e-19"	3.51562180464421e-18
"ZNF621"	"-0.382111912049389"	"7.19587453246225e-19"	3.80483767562116e-18
"BTN3A2"	"-0.195270346107027"	"7.3468048250284e-19"	3.88054041550075e-18
"IL6R"	"-2.20054780829093"	"7.46760273138579e-19"	3.94018447915524e-18
"NUP188"	"-0.316497724875273"	"7.47865935761835e-19"	3.94186028522729e-18
"NT5C"	"-0.193073755521685"	"7.63544607775635e-19"	4.02026329273024e-18
"TRIP12"	"-0.19975332258869"	"8.10152041586367e-19"	4.25670221850316e-18
"ZNF274"	"-0.418562733513417"	"8.10152041586367e-19"	4.25670221850316e-18
"CLASP2"	"-0.273203811559923"	"8.1980527445739e-19"	4.30290239542064e-18
"GPR107"	"-0.291639933726248"	"8.95917823426107e-19"	4.69746431108741e-18
"GPRIN3"	"-0.306712267075822"	"8.98571624827385e-19"	4.70644530616396e-18
"MARCH6"	"-0.180057843969409"	"9.22807909971308e-19"	4.82833176325992e-18
"CEP192"	"-0.279116548651466"	"9.25540365495139e-19"	4.83756834713342e-18
"FZR1"	"-0.317685603419662"	"9.50494836001043e-19"	4.96281332951693e-18
"TBC1D10C"	"-0.157204215921976"	"9.79001903615445e-19"	5.10632692584406e-18
"FTX"	"-0.294502842195029"	"9.96509756886148e-19"	5.19223104577553e-18
"PDZD4"	"0.40302855261897"	"9.99457645817728e-19"	5.20217184638946e-18
"DHRS3"	"-0.720168054909687"	"1.03398336709468e-18"	5.37628357817837e-18
"FAM13A"	"-1.25077186990138"	"1.03728658568084e-18"	5.38785825708781e-18
"OXNAD1"	"-0.443034012562825"	"1.03857305163762e-18"	5.38894440279188e-18
"KIR2DL3"	"-1.43854895297877"	"1.13715370975453e-18"	5.89434492869654e-18
"METTL15"	"-0.280348432617354"	"1.16865933882959e-18"	6.05138096565798e-18
"AC079922.2"	"-0.273208584501193"	"1.17557005039325e-18"	6.07458821494529e-18
"TMEM138"	"-0.190916632495933"	"1.20361878973668e-18"	6.21310751936313e-18
"LMO4"	"-0.339021048813751"	"1.22508811968825e-18"	6.31090708000064e-18
"KMT5B"	"-0.239374108301281"	"1.22508811968825e-18"	6.31090708000064e-18
"AKNA"	"-0.139726653258287"	"1.23596417137364e-18"	6.36038352387957e-18
"AC139530.1"	"0.259644113948017"	"1.26171384299691e-18"	6.4862205988392e-18
"CD163"	"-1.92597339874848"	"1.28318520356296e-18"	6.58982791398555e-18
"STK35"	"-0.424407359459249"	"1.32647524287077e-18"	6.8051581177842e-18
"BMP2K"	"-0.63294307966119"	"1.36457970911838e-18"	6.9934710092317e-18
"F13A1"	"-1.50129495763573"	"1.37524280788696e-18"	7.04090534805586e-18
"INPP5D"	"-0.191140132760991"	"1.40687751076719e-18"	7.19550236079497e-18
"STRN4"	"-0.346806049540638"	"1.42771870112658e-18"	7.29463630544959e-18
"ATP6V0A2"	"-0.221883658416446"	"1.44461092454438e-18"	7.37341208629693e-18
"TRIM73"	"-0.34297596537431"	"1.44886472682502e-18"	7.38758548784786e-18
"RPS27A"	"0.028734593321942"	"1.46600398367622e-18"	7.46736448711655e-18
"AC004865.2"	"-0.366028329963323"	"1.47898967609553e-18"	7.52584573736505e-18
"SBF2"	"-0.423083521670017"	"1.5008853789485e-18"	7.62950067632154e-18
"ORMDL3"	"-0.248001665061709"	"1.55018901820045e-18"	7.87212737973467e-18
"UCP2"	"-0.264327305790287"	"1.55932360432011e-18"	7.91048343692616e-18
"SPIDR"	"-0.217778840259335"	"1.59171522178441e-18"	8.06662567311613e-18
"GIMAP8"	"-0.435560818620077"	"1.69292986169623e-18"	8.57088579777788e-18
"DGKQ"	"-0.320287905163652"	"1.77428773073624e-18"	8.97369790610988e-18
"EXOC4"	"-0.175271434371051"	"1.78996656749286e-18"	9.04385128343362e-18
"INTS6L"	"-0.266568675491811"	"1.80578220280606e-18"	9.11455356048023e-18
"ZDHHC17"	"-0.284189007334524"	"1.92605697866421e-18"	9.71183166056288e-18
"ABR"	"-0.241000740670942"	"1.94875970694623e-18"	9.81641093065966e-18
"PRKCQ"	"-0.217343284530662"	"1.96595997077008e-18"	9.89309031568606e-18
"SEC16A"	"-0.231762128265044"	"2.01256364982158e-18"	1.01174305290528e-17
"SMAGP"	"-0.375275049620567"	"2.04823071690412e-18"	1.02863956284683e-17
"SYK"	"-1.9277313121147"	"2.09270852775186e-18"	1.04992257330138e-17
"PARP10"	"-0.223027495123802"	"2.10906784434094e-18"	1.05706987549032e-17
"ZNF160"	"-0.232193609594319"	"2.30922908208049e-18"	1.15623261947614e-17
"TP53BP2"	"-0.26564288027643"	"2.35696024735421e-18"	1.17895151572658e-17
"AGER"	"-0.338704229572429"	"2.36385803378709e-18"	1.18122056793237e-17
"MAP3K7"	"-0.207084819400754"	"2.4410617438442e-18"	1.21858192043001e-17
"NOTCH1"	"-0.383326245690466"	"2.64127595945872e-18"	1.31590262442356e-17
"HLTF"	"-0.347041834981568"	"2.64127595945872e-18"	1.31590262442356e-17
"C21orf91"	"-0.219092009814025"	"2.64899468639121e-18"	1.3184349672964e-17
"GPR68"	"-0.438814526718134"	"2.68792365212791e-18"	1.33648052762861e-17
"TNFSF8"	"-1.04921585401053"	"2.69577374540647e-18"	1.33905265884043e-17
"A2M-AS1"	"0.34977957575541"	"2.74337478596794e-18"	1.35999610301404e-17
"HSPA5"	"-0.215813160878703"	"2.78367275042461e-18"	1.3786070393687e-17
"VPS52"	"-0.263452567067205"	"2.89964249919351e-18"	1.43462035420039e-17
"HOXB4"	"-0.463036380743917"	"2.97670008758915e-18"	1.47128990495266e-17
"TRDMT1"	"-0.336581820664845"	"3.03802843997637e-18"	1.50012026226671e-17
"MAN1A2"	"-0.176912710096832"	"3.07363157470702e-18"	1.51620366239492e-17
"RARS2"	"-0.216901071297056"	"3.09158730467355e-18"	1.5235585909337e-17
"SIN3A"	"-0.19158498844085"	"3.20151708851118e-18"	1.57463013537197e-17
"MANEA-DT"	"-0.380875156003455"	"3.24845208530539e-18"	1.59614512089367e-17
"HEMK1"	"-0.269289533188231"	"3.37368600778647e-18"	1.65605273905279e-17
"CLCN3"	"-0.289398884032844"	"3.4330824819332e-18"	1.68355672300293e-17
"KLF11"	"0.399990667486907"	"3.46316668719785e-18"	1.6966464024842e-17
"KPNA1"	"-0.223185829267914"	"3.59656748693935e-18"	1.75855626291991e-17
"RAB3GAP2"	"-0.286118418555122"	"3.59656748693935e-18"	1.75855626291991e-17
"GRK2"	"-0.183626454431438"	"3.67048698649764e-18"	1.79294686586535e-17
"SOD2"	"-0.227792213610869"	"3.7896872972488e-18"	1.84936740105741e-17
"HIF1A"	"-0.267028476316155"	"3.80071132704339e-18"	1.85293938185878e-17
"DDX60"	"-0.236221605355688"	"3.8339737230793e-18"	1.8673355952135e-17
"EP400"	"-0.192360109851379"	"3.85630814282299e-18"	1.87638651073936e-17
"LMAN1"	"-0.150658559208006"	"4.00464527225141e-18"	1.94667013137041e-17
"SACM1L"	"-0.221236177244208"	"4.05141054767135e-18"	1.96749083101477e-17
"HCK"	"-1.12014024884245"	"4.15043466459049e-18"	2.01362504289832e-17
"IGFBP3"	"0.632279628980729"	"4.15861267023615e-18"	2.01563765276368e-17
"ERMP1"	"-0.473572950816106"	"4.20715238127691e-18"	2.03719033989807e-17
"NEK7"	"-0.261271513276066"	"4.26861417602246e-18"	2.06295730516564e-17
"PNMA1"	"-0.319286179342136"	"4.26861417602246e-18"	2.06295730516564e-17
"CCDC174"	"-0.208968139345596"	"4.29344633598842e-18"	2.07295546067703e-17
"HLA-DMA"	"-0.487539357832538"	"4.4583675356076e-18"	2.15050669364602e-17
"XPO6"	"-0.221213774200108"	"5.07901658549597e-18"	2.44751839697985e-17
"TRDC"	"-1.65158058089503"	"5.13668655444183e-18"	2.4729264817438e-17
"GAPVD1"	"-0.225015617848499"	"5.16796596182579e-18"	2.4855928597166e-17
"PTGER2"	"-0.272154257931977"	"5.2584527347445e-18"	2.52668401337099e-17
"MGST1"	"-2.3397565463541"	"5.27620479342566e-18"	2.53278084229512e-17
"CLEC4E"	"-2.48932129941983"	"5.78344799623192e-18"	2.77160851594552e-17
"SYMPK"	"-0.229043455782199"	"5.78480465943047e-18"	2.77160851594552e-17
"KLF12"	"-0.166170954076425"	"5.8520380850033e-18"	2.80113822977861e-17
"SERPINF1"	"-1.73957064020865"	"6.20905499279539e-18"	2.96918671835206e-17
"POFUT2"	"-0.343652892293636"	"6.36309633931223e-18"	3.03994344691879e-17
"RPL27A"	"-0.0881115447183223"	"6.47420769636369e-18"	3.09007508561175e-17
"NDUFAF7"	"-0.278447566718004"	"6.56826171915898e-18"	3.13197760907848e-17
"SENP7"	"-0.249611119129173"	"6.77995391953152e-18"	3.2298409052854e-17
"SIDT1"	"-0.212678251847097"	"7.14097582114664e-18"	3.39858811202431e-17
"PIGK"	"-0.340803084963391"	"7.28644107134701e-18"	3.46452264628115e-17
"APOBEC3G"	"-0.334491629345303"	"7.65200227066327e-18"	3.63488275003397e-17
"DPP9"	"-0.242321356893699"	"7.67406080657719e-18"	3.64190248145153e-17
"RBP7"	"-2.51808911471278"	"7.88424703191747e-18"	3.73810461172049e-17
"LINC01550"	"-0.575691225918199"	"8.41405245959748e-18"	3.98551992451767e-17
"CORO7"	"-0.423228109554212"	"8.58508211807528e-18"	4.06268502881859e-17
"YTHDC1"	"-0.172764245627304"	"9.19793133295613e-18"	4.34858719541083e-17
"NPLOC4"	"-0.243116466191023"	"9.41165678820379e-18"	4.44543033565584e-17
"GNAI2"	"-0.156728205722369"	"1.01990150377569e-17"	4.80824441271065e-17
"CAPN12"	"-0.59313307363176"	"1.01990150377569e-17"	4.80824441271065e-17
"NINJ1"	"-0.360414265079732"	"1.05560342367777e-17"	4.97187224598513e-17
"MYOM2"	"-2.04764127926882"	"1.07626511464624e-17"	5.06441966459124e-17
"TBK1"	"-0.230727426892356"	"1.08941216542271e-17"	5.12146583782368e-17
"SETD5"	"-0.200886071564929"	"1.10830141930379e-17"	5.20537436559395e-17
"BAZ1B"	"-0.205863657004519"	"1.16359401119255e-17"	5.45994112944197e-17
"GGT7"	"-0.343377311566305"	"1.21463660193307e-17"	5.69410710671904e-17
"KIF20B"	"-0.260980501088847"	"1.26788753400581e-17"	5.93817738304968e-17
"VCPIP1"	"-0.168061806101069"	"1.27515952553355e-17"	5.96664915502228e-17
"GBP5"	"-0.198334321796362"	"1.30093711339123e-17"	6.08157704783452e-17
"IMMP2L"	"-0.413273909835416"	"1.33102730876585e-17"	6.21643193132286e-17
"HEXIM1"	"-0.313988044567362"	"1.37745477814641e-17"	6.42726567191077e-17
"SDF2L1"	"-0.239916739181616"	"1.48359976009473e-17"	6.91609133270628e-17
"TNPO2"	"-0.392830622701302"	"1.59780787605651e-17"	7.44155958662445e-17
"PREX1"	"-0.203061595746894"	"1.65340421053662e-17"	7.6933282428876e-17
"TRIO"	"-1.24743624269588"	"1.66882099589443e-17"	7.75784630247578e-17
"ZNF317"	"-0.303386138474354"	"1.72559023833182e-17"	8.01430118118455e-17
"AC073111.5"	"-0.268236105175557"	"1.79066076887863e-17"	8.30879885522348e-17
"FGD2"	"-1.13099982394589"	"1.8203547030731e-17"	8.43875275697094e-17
"NUCB2"	"-0.300048172696224"	"1.93364147129053e-17"	8.9556246661067e-17
"POLR2J3.1"	"-0.282094090187154"	"1.95576047999081e-17"	9.04968910352824e-17
"TNPO3"	"-0.24417587833928"	"2.0007501161675e-17"	9.24930876254144e-17
"SH2D3C"	"-0.331564615327286"	"2.05258479623174e-17"	9.48017465443321e-17
"INPPL1"	"-0.268319411859168"	"2.07015573772792e-17"	9.55250830268917e-17
"KLF4"	"-1.03509924263109"	"2.244401210139e-17"	1.03469998646224e-16
"MCM5"	"-0.31668514559405"	"2.2542339730815e-17"	1.03827608962741e-16
